enwiki,frwiki,dewiki,eswiki,ruwiki,nlwiki,jawiki,svwiki,commonswiki,trwiki,eowiki,simplewiki,ptwiki,cawiki,arwiki,plwiki,ukwiki,zhwiki,fawiki,kowiki,cswiki,nowiki,hewiki,huwiki,euwiki,itwiki,idwiki,fiwiki,dawiki,arzwiki,label
3428,0.0,0.0,4825.0,3580.0,0.0,0.0,2545.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2693.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1182.0,cultural exclusive
14998,0.0,8540.0,3765.0,3266.0,0.0,13641.0,0.0,269.0,854.0,0.0,0.0,0.0,5370.0,22.0,2958.0,6915.0,0.0,0.0,1292.0,5324.0,1102.0,0.0,0.0,407.0,0.0,0.0,0.0,694.0,3757.0,cultural agnostic
28740,0.0,0.0,0.0,0.0,0.0,16699.0,0.0,0.0,0.0,0.0,0.0,17712.0,0.0,0.0,0.0,0.0,925.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cultural representative
8757,643.0,5847.0,3819.0,0.0,0.0,0.0,0.0,0.0,983.0,0.0,0.0,2124.0,0.0,2536.0,0.0,0.0,3106.0,0.0,957.0,0.0,0.0,10083.0,0.0,0.0,0.0,2636.0,0.0,0.0,1654.0,cultural exclusive
70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cultural representative
7442,4054.0,0.0,0.0,0.0,0.0,0.0,0.0,295.0,0.0,0.0,0.0,0.0,6880.0,0.0,0.0,0.0,4543.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cultural exclusive
3613,3193.0,5353.0,1237.0,4236.0,1858.0,5662.0,590.0,121.0,0.0,2269.0,0.0,1874.0,827.0,0.0,0.0,4224.0,693.0,2594.0,1508.0,5692.0,723.0,0.0,0.0,461.0,0.0,1395.0,0.0,1579.0,0.0,cultural agnostic
19150,3015.0,0.0,0.0,0.0,1855.0,3350.0,1608.0,172.0,0.0,0.0,0.0,3672.0,5888.0,5734.0,908.0,0.0,860.0,1962.0,899.0,0.0,0.0,5124.0,0.0,869.0,1807.0,0.0,0.0,0.0,0.0,cultural agnostic
1940,2066.0,0.0,0.0,0.0,2799.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3471.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cultural agnostic
2696,8744.0,7074.0,2708.0,19034.0,1033.0,0.0,0.0,200.0,0.0,0.0,1085.0,4894.0,2557.0,0.0,2276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,953.0,0.0,0.0,0.0,0.0,cultural representative
18652,3507.0,25754.0,24996.0,64688.0,12754.0,47549.0,2747.0,0.0,5613.0,6317.0,7092.0,15140.0,3941.0,12130.0,5998.0,2684.0,9995.0,3173.0,1470.0,0.0,3487.0,2974.0,4210.0,4476.0,13172.0,15101.0,2109.0,2700.0,438.0,cultural agnostic
2912,2072.0,4526.0,2524.0,7564.0,1850.0,4512.0,2914.0,560.0,0.0,0.0,0.0,4604.0,1120.0,2009.0,0.0,0.0,2105.0,3528.0,504.0,0.0,3098.0,2169.0,4253.0,1011.0,4197.0,9051.0,3558.0,0.0,455.0,cultural agnostic
3362,0.0,0.0,0.0,0.0,2987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cultural exclusive
12291,12135.0,0.0,9583.0,18831.0,0.0,10420.0,0.0,454.0,17445.0,0.0,0.0,0.0,0.0,1566.0,0.0,0.0,10918.0,4264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cultural representative
9030,7322.0,0.0,0.0,1799.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,729.0,0.0,0.0,0.0,11410.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cultural exclusive
36056,48056.0,50034.0,19582.0,13008.0,2363.0,17699.0,3369.0,963.0,16427.0,1213.0,2631.0,26171.0,17314.0,3690.0,1323.0,15663.0,1686.0,16616.0,535.0,14391.0,0.0,4880.0,0.0,6526.0,8590.0,2643.0,3664.0,2393.0,0.0,cultural agnostic
1495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cultural exclusive
28455,59842.0,32352.0,10379.0,41925.0,29844.0,15508.0,8280.0,7015.0,9914.0,5373.0,3878.0,4537.0,4143.0,6642.0,20801.0,6078.0,5296.0,17850.0,1853.0,8131.0,6299.0,13229.0,8160.0,4406.0,11869.0,20968.0,3741.0,1770.0,1977.0,cultural agnostic
16203,320808.0,47859.0,7516.0,21487.0,3765.0,6409.0,2045.0,0.0,11944.0,22307.0,0.0,0.0,10706.0,1837.0,3378.0,4667.0,0.0,0.0,0.0,9165.0,1681.0,0.0,0.0,0.0,3509.0,0.0,0.0,1708.0,0.0,cultural agnostic
65967,16992.0,7475.0,20459.0,16574.0,7322.0,65329.0,1830.0,0.0,2218.0,1379.0,725.0,10752.0,9271.0,13853.0,4885.0,31180.0,22455.0,17779.0,3742.0,2757.0,9279.0,7187.0,14639.0,5657.0,9710.0,33113.0,7329.0,5784.0,1121.0,cultural representative
153870,67182.0,9601.0,38187.0,12873.0,7831.0,13848.0,5786.0,0.0,8970.0,2177.0,73996.0,142062.0,12355.0,7024.0,3171.0,44144.0,8301.0,7972.0,6633.0,9143.0,2535.0,32364.0,32541.0,4200.0,38166.0,15865.0,7140.0,3505.0,2536.0,cultural representative
4451,3031.0,4553.0,12487.0,0.0,1078.0,0.0,4339.0,0.0,0.0,1903.0,0.0,818.0,4405.0,0.0,0.0,0.0,564.0,0.0,0.0,0.0,0.0,0.0,0.0,1335.0,5693.0,0.0,0.0,0.0,1552.0,cultural exclusive
3855,0.0,0.0,4108.0,6327.0,1888.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cultural exclusive
108704,79363.0,60948.0,30611.0,51130.0,32076.0,35734.0,18646.0,0.0,24207.0,0.0,6555.0,22969.0,6040.0,14622.0,14342.0,13893.0,24808.0,4663.0,8116.0,22192.0,17452.0,10699.0,35792.0,4440.0,58559.0,7743.0,2922.0,6676.0,771.0,cultural exclusive
6571,0.0,0.0,0.0,0.0,1146.0,0.0,0.0,0.0,0.0,0.0,0.0,8212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cultural representative
13024,14115.0,125660.0,2065.0,3594.0,9608.0,5284.0,0.0,0.0,8981.0,0.0,0.0,1749.0,0.0,1583.0,7808.0,4261.0,3738.0,1791.0,1945.0,2848.0,0.0,0.0,3673.0,0.0,15678.0,0.0,0.0,0.0,874.0,cultural exclusive
8983,2152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2554.0,15034.0,0.0,0.0,0.0,699.0,0.0,0.0,0.0,0.0,25162.0,0.0,0.0,0.0,0.0,cultural exclusive
4807,0.0,5248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3501.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cultural exclusive
18508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cultural exclusive
7265,0.0,0.0,0.0,0.0,0.0,4160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11128.0,0.0,0.0,0.0,0.0,482.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cultural agnostic
12499,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,3472.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cultural exclusive
4092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cultural agnostic
10733,4520.0,25342.0,19021.0,15778.0,0.0,2332.0,1501.0,473.0,0.0,1379.0,311.0,0.0,19043.0,1629.0,4112.0,8184.0,12588.0,4681.0,0.0,3583.0,0.0,9979.0,0.0,10725.0,5958.0,0.0,3243.0,0.0,0.0,cultural representative
33240,9388.0,7520.0,9729.0,82662.0,3226.0,4178.0,3032.0,0.0,0.0,0.0,21.0,32.0,20358.0,11419.0,3712.0,50620.0,6787.0,1238.0,750.0,17879.0,1458.0,26009.0,0.0,0.0,0.0,6920.0,472.0,0.0,30046.0,cultural agnostic
39235,6308.0,62.0,34702.0,0.0,0.0,24795.0,0.0,0.0,4278.0,0.0,0.0,0.0,4268.0,27476.0,0.0,59690.0,23808.0,0.0,11309.0,0.0,49900.0,0.0,0.0,0.0,0.0,0.0,18039.0,0.0,0.0,cultural agnostic
28165,28061.0,13157.0,25911.0,22349.0,4124.0,11898.0,3312.0,0.0,3406.0,0.0,2390.0,20445.0,0.0,3029.0,1628.0,0.0,7963.0,11080.0,2938.0,7283.0,0.0,6049.0,0.0,0.0,6937.0,13979.0,2427.0,722.0,0.0,cultural representative
34349,8130.0,10643.0,0.0,11229.0,0.0,22533.0,2094.0,828.0,767.0,0.0,0.0,0.0,0.0,0.0,4280.0,8712.0,0.0,0.0,684.0,8699.0,800.0,0.0,0.0,0.0,10325.0,0.0,3915.0,1888.0,0.0,cultural agnostic
9443,0.0,6925.0,0.0,0.0,0.0,0.0,4848.0,1940.0,0.0,3476.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1549.0,0.0,0.0,2935.0,0.0,0.0,0.0,0.0,5959.0,0.0,cultural exclusive
75343,20841.0,16176.0,18555.0,11242.0,5206.0,40005.0,8292.0,620.0,5871.0,4079.0,3773.0,10448.0,5251.0,9311.0,45129.0,6012.0,6066.0,8909.0,4106.0,13139.0,5761.0,7421.0,12996.0,5955.0,22011.0,3711.0,5459.0,5870.0,1348.0,cultural representative
16846,72489.0,0.0,5044.0,0.0,1005.0,4424.0,0.0,0.0,0.0,1581.0,0.0,5455.0,0.0,2317.0,0.0,0.0,0.0,0.0,1286.0,9273.0,0.0,0.0,0.0,0.0,8908.0,12582.0,0.0,0.0,0.0,cultural agnostic
2029,1814.0,0.0,998.0,0.0,0.0,0.0,0.0,165.0,0.0,0.0,0.0,1453.0,1260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3756.0,0.0,0.0,1815.0,0.0,0.0,0.0,0.0,cultural exclusive
11939,0.0,0.0,0.0,0.0,0.0,0.0,864.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3947.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cultural exclusive
5751,0.0,2596.0,58370.0,39559.0,0.0,0.0,0.0,152.0,0.0,0.0,0.0,3869.0,7352.0,0.0,2471.0,0.0,706.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cultural exclusive
12963,4525.0,2225.0,6671.0,14611.0,4040.0,0.0,0.0,0.0,12571.0,2949.0,0.0,7111.0,0.0,6490.0,4390.0,12922.0,3400.0,3890.0,0.0,0.0,973.0,0.0,2485.0,0.0,8226.0,2376.0,2834.0,0.0,618.0,cultural exclusive
2471,3294.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2087.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1245.0,0.0,0.0,0.0,0.0,cultural representative
2125,4123.0,7099.0,0.0,14124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5506.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1621.0,0.0,0.0,0.0,0.0,cultural representative
16919,9140.0,0.0,3457.0,9748.0,1300.0,6320.0,0.0,0.0,686.0,1629.0,1302.0,2342.0,0.0,9159.0,3056.0,3878.0,857.0,3572.0,948.0,0.0,0.0,12518.0,0.0,2013.0,2291.0,13993.0,0.0,0.0,0.0,cultural agnostic
16384,10942.0,35371.0,14586.0,6320.0,0.0,2438.0,9299.0,0.0,0.0,1506.0,6445.0,2502.0,0.0,24057.0,0.0,3357.0,5626.0,0.0,3129.0,3512.0,5057.0,8246.0,0.0,0.0,4949.0,0.0,0.0,0.0,0.0,cultural exclusive
4675,2445.0,350.0,0.0,0.0,1512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3493.0,1330.0,0.0,0.0,0.0,0.0,0.0,0.0,2162.0,0.0,0.0,515.0,0.0,0.0,0.0,0.0,cultural agnostic
62,0.0,2041.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cultural exclusive
78262,119556.0,43266.0,35493.0,45873.0,16234.0,37851.0,7503.0,0.0,7234.0,54252.0,3415.0,22911.0,54420.0,8914.0,46260.0,39294.0,18066.0,24984.0,4912.0,12443.0,6096.0,72914.0,45934.0,31977.0,97733.0,5265.0,18081.0,3089.0,1142.0,cultural representative
32434,28335.0,1536.0,27191.0,5424.0,0.0,18930.0,0.0,0.0,4938.0,0.0,0.0,0.0,0.0,3909.0,20128.0,5016.0,10185.0,0.0,9427.0,0.0,0.0,0.0,0.0,0.0,2498.0,41571.0,0.0,0.0,0.0,cultural representative
1660,3205.0,0.0,0.0,5740.0,0.0,0.0,0.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,11819.0,0.0,0.0,1762.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1612.0,0.0,0.0,575.0,cultural exclusive
9086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cultural exclusive
11485,0.0,14603.0,0.0,13906.0,0.0,0.0,5095.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7728.0,8304.0,0.0,6761.0,0.0,0.0,0.0,8548.0,0.0,0.0,10070.0,0.0,0.0,0.0,1288.0,cultural exclusive
18137,0.0,0.0,0.0,11970.0,2628.0,0.0,1182.0,245.0,0.0,0.0,0.0,0.0,0.0,0.0,43939.0,0.0,0.0,0.0,0.0,0.0,3218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cultural exclusive
14084,8213.0,4327.0,0.0,0.0,3687.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1730.0,0.0,0.0,0.0,0.0,0.0,7205.0,0.0,0.0,0.0,867.0,cultural representative
13711,2681.0,6915.0,3430.0,3066.0,854.0,0.0,30010.0,0.0,0.0,0.0,1119.0,0.0,0.0,0.0,0.0,0.0,1817.0,1200.0,570.0,10471.0,782.0,0.0,0.0,0.0,992.0,0.0,6777.0,1787.0,0.0,cultural exclusive
2199,1286.0,20777.0,0.0,0.0,1392.0,0.0,0.0,144.0,1970.0,0.0,0.0,0.0,0.0,0.0,4054.0,0.0,0.0,0.0,0.0,0.0,3201.0,0.0,0.0,0.0,0.0,1938.0,0.0,0.0,0.0,cultural exclusive
30046,11393.0,10837.0,3058.0,7500.0,5352.0,7236.0,817.0,1262.0,823.0,547.0,1916.0,631.0,1341.0,4502.0,3701.0,13798.0,1770.0,15765.0,1610.0,6368.0,1727.0,4711.0,31626.0,731.0,6323.0,6260.0,3551.0,5091.0,0.0,cultural agnostic
31168,6040.0,5170.0,21014.0,13051.0,1450.0,986.0,3800.0,0.0,2062.0,1407.0,1751.0,3701.0,3183.0,1968.0,5464.0,41088.0,9367.0,4079.0,544.0,0.0,3845.0,16071.0,1356.0,10378.0,15579.0,862.0,3053.0,709.0,0.0,cultural agnostic
189265,156804.0,267233.0,46100.0,78579.0,33976.0,15870.0,60908.0,0.0,36418.0,12900.0,19488.0,91647.0,46606.0,331060.0,38048.0,69742.0,204153.0,113523.0,12080.0,19000.0,11826.0,32451.0,30434.0,1031.0,15500.0,188748.0,52436.0,21908.0,144207.0,cultural exclusive
8677,28001.0,7698.0,9108.0,0.0,4250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11158.0,0.0,0.0,0.0,7973.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6226.0,0.0,0.0,0.0,cultural agnostic
116072,5183.0,19448.0,4026.0,0.0,0.0,0.0,6464.0,0.0,172948.0,992.0,1099.0,0.0,4492.0,148.0,0.0,14074.0,0.0,0.0,1952.0,0.0,0.0,0.0,0.0,0.0,4833.0,0.0,0.0,0.0,0.0,cultural exclusive
7100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cultural representative
18669,18043.0,11426.0,16246.0,4541.0,11587.0,0.0,1058.0,82.0,0.0,2246.0,11223.0,8217.0,2269.0,6412.0,0.0,7816.0,18886.0,7716.0,1464.0,2767.0,0.0,13200.0,0.0,0.0,820.0,2775.0,0.0,0.0,0.0,cultural agnostic
6131,6148.0,6427.0,0.0,0.0,6042.0,0.0,0.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cultural exclusive
6993,0.0,10561.0,0.0,0.0,0.0,0.0,1698.0,907.0,0.0,0.0,0.0,0.0,0.0,3571.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,573.0,cultural exclusive
18686,36168.0,32549.0,5236.0,14814.0,7342.0,8386.0,2163.0,0.0,26063.0,2570.0,0.0,6393.0,5700.0,0.0,9523.0,26677.0,0.0,6146.0,2620.0,2955.0,6936.0,13411.0,5662.0,2354.0,11151.0,2175.0,7115.0,8419.0,552.0,cultural representative
3394,11093.0,2639.0,2165.0,0.0,0.0,0.0,0.0,1437.0,0.0,5140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2807.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,673.0,cultural exclusive
283413,23661.0,17766.0,27556.0,50904.0,53385.0,25625.0,2816.0,772.0,7973.0,2247.0,11287.0,3737.0,33803.0,43745.0,11182.0,13027.0,40893.0,7342.0,33996.0,7151.0,1397.0,10513.0,2891.0,18184.0,156435.0,9450.0,12758.0,3107.0,763.0,cultural exclusive
18002,23303.0,0.0,4083.0,0.0,0.0,0.0,1848.0,0.0,0.0,0.0,0.0,630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cultural exclusive
5054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31639.0,0.0,0.0,0.0,0.0,949.0,0.0,0.0,0.0,0.0,4073.0,0.0,0.0,0.0,0.0,cultural exclusive
42938,44059.0,22862.0,24577.0,0.0,11909.0,36498.0,33310.0,0.0,4866.0,0.0,1754.0,35963.0,0.0,4519.0,0.0,0.0,17724.0,2577.0,3315.0,0.0,0.0,0.0,0.0,0.0,41963.0,0.0,0.0,2035.0,0.0,cultural representative
61812,4722.0,0.0,6926.0,0.0,2826.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cultural representative
73870,15836.0,3553.0,26513.0,48626.0,5499.0,26877.0,4003.0,299.0,0.0,0.0,0.0,11904.0,3134.0,3629.0,14561.0,20943.0,0.0,4068.0,1118.0,0.0,9577.0,4125.0,0.0,0.0,23220.0,0.0,20931.0,0.0,1735.0,cultural representative
10461,5911.0,0.0,3709.0,5641.0,0.0,37366.0,0.0,0.0,6422.0,0.0,0.0,12675.0,0.0,2857.0,0.0,0.0,7580.0,3141.0,2849.0,5016.0,0.0,0.0,0.0,0.0,3641.0,2986.0,0.0,0.0,0.0,cultural representative
2617,0.0,0.0,0.0,0.0,96.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2982.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cultural agnostic
15849,6751.0,4631.0,1703.0,7981.0,11081.0,3083.0,0.0,0.0,3605.0,0.0,0.0,7873.0,1955.0,9760.0,6326.0,0.0,1864.0,0.0,5327.0,0.0,8028.0,20274.0,0.0,0.0,2499.0,8277.0,0.0,0.0,0.0,cultural exclusive
10628,12252.0,6785.0,5866.0,0.0,2233.0,20.0,4062.0,0.0,0.0,3326.0,0.0,2698.0,0.0,2506.0,1066.0,0.0,2586.0,5809.0,7317.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.0,0.0,cultural agnostic
9955,2102.0,1301.0,1679.0,0.0,0.0,13056.0,6688.0,0.0,0.0,0.0,2509.0,7446.0,0.0,3123.0,0.0,2308.0,0.0,0.0,0.0,0.0,0.0,3805.0,0.0,0.0,0.0,0.0,0.0,1075.0,0.0,cultural agnostic
4267,1399.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cultural exclusive
4221,7613.0,6172.0,2199.0,4258.0,2826.0,10017.0,0.0,0.0,0.0,0.0,0.0,0.0,2699.0,0.0,3333.0,0.0,0.0,3419.0,1786.0,0.0,0.0,6265.0,10534.0,0.0,3559.0,0.0,0.0,0.0,0.0,cultural exclusive
296656,84734.0,30971.0,326532.0,76459.0,24013.0,162249.0,67924.0,1588.0,42506.0,4415.0,113661.0,83374.0,52311.0,19244.0,82166.0,41129.0,34277.0,30692.0,42323.0,7090.0,11824.0,42016.0,30729.0,2261.0,79265.0,117220.0,52187.0,3329.0,836.0,cultural representative
15667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cultural agnostic
2495,0.0,0.0,0.0,0.0,734.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cultural exclusive
4156,3721.0,12421.0,3025.0,3326.0,0.0,0.0,0.0,0.0,1939.0,0.0,0.0,1077.0,2908.0,2224.0,2387.0,3026.0,0.0,2162.0,0.0,0.0,0.0,2265.0,0.0,4397.0,2329.0,0.0,5309.0,4103.0,774.0,cultural representative
2475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cultural exclusive
24679,19049.0,5618.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8424.0,1942.0,0.0,0.0,0.0,1490.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cultural representative
53,39307.0,1356.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24335.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cultural agnostic
27422,2781.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42325.0,0.0,0.0,0.0,0.0,715.0,1793.0,381.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cultural representative
17418,2986.0,14520.0,5040.0,14896.0,1037.0,16408.0,7419.0,0.0,1841.0,2746.0,828.0,1837.0,0.0,0.0,0.0,0.0,6258.0,1231.0,687.0,0.0,2449.0,2285.0,0.0,1044.0,0.0,2063.0,0.0,0.0,413.0,cultural agnostic
3996,0.0,0.0,22633.0,0.0,0.0,0.0,0.0,336.0,0.0,2486.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,494.0,2414.0,0.0,0.0,0.0,0.0,cultural exclusive
24247,11116.0,8688.0,10461.0,10750.0,0.0,9360.0,1778.0,218.0,1183.0,0.0,0.0,15326.0,0.0,2856.0,6858.0,0.0,9933.0,3295.0,0.0,0.0,0.0,5932.0,0.0,0.0,7254.0,0.0,0.0,0.0,838.0,cultural representative
3299,0.0,0.0,2341.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630.0,0.0,0.0,0.0,0.0,3289.0,0.0,0.0,0.0,0.0,cultural exclusive
72337,33974.0,9370.0,9077.0,18145.0,3161.0,34590.0,3129.0,533.0,4942.0,0.0,1335.0,14083.0,7808.0,8223.0,6484.0,10849.0,6871.0,6334.0,9919.0,3606.0,3284.0,7131.0,5717.0,1799.0,30400.0,4390.0,4305.0,0.0,896.0,cultural representative
90794,27099.0,29437.0,7072.0,73476.0,3956.0,15314.0,3609.0,88.0,7870.0,0.0,1098.0,5287.0,14366.0,100803.0,3466.0,26950.0,8521.0,0.0,3868.0,10198.0,0.0,0.0,25915.0,9057.0,9347.0,6298.0,0.0,0.0,0.0,cultural agnostic
6586,0.0,4128.0,5875.0,13127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6092.0,0.0,6499.0,0.0,6364.0,0.0,0.0,805.0,0.0,0.0,0.0,0.0,0.0,7205.0,950.0,0.0,0.0,0.0,cultural agnostic
2033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cultural agnostic
31499,22756.0,36487.0,21600.0,21328.0,8724.0,5886.0,2921.0,3396.0,4320.0,3237.0,705.0,13850.0,17567.0,11421.0,11114.0,4215.0,3248.0,2858.0,7795.0,11667.0,5454.0,26784.0,10481.0,3663.0,23052.0,1424.0,4528.0,1110.0,0.0,cultural agnostic
5259,3489.0,2635.0,2618.0,11619.0,0.0,0.0,0.0,851.0,4026.0,0.0,0.0,2221.0,0.0,0.0,0.0,0.0,1885.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3273.0,0.0,0.0,0.0,0.0,cultural exclusive
